work_id,rank,title,writer,form_of_publishment,retrieved_date,platform,filter,synopsis_summary
W048,48,막내가 뭔갈 많이 숨김,유유니,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"피비린내 나는 전장 한복판에서 루비안은 떠올렸다.
이곳이 바로 전쟁 소설 <폐허 위에 꽂은 검> 속이라는 걸!

이대로라면 대륙의 영웅 '레비아탄 제베르트' 공작이 죽고
지긋지긋한 전쟁이 또 다시 시작되고 마는데…!

""전쟁터에서 썩은 것도 억울한데, 몰살 엔딩이나 맞으라고?!""
나는 살고 싶어! 전쟁도 이제 싫어!

몰살 엔딩에서 벗어날 유일한 방법은
'영웅'이라는 요 아저씨 옆에 찰싹! 붙어 죽지 않게 감시하는 것.

그렇다면…

""아저씨, 집에 혹시 막내 안 필요해?""

내가 옆에 딱 붙어서 아저씨를 지켜줄게.
그러니까 아저씨는 이 세계를 구해줘! 

✿

어쩌다 보니 새로이 가족이 된 공작가 사람들에게
많은 걸 숨기게 됐다.

'마도왕국에서 도망친 소년병 출신 마법사'라는 화려한 타이틀부터
의도치 않았지만 성별까지…?

""노공은 무슨 정 없게! 그냥 할아버지라고 불러라!""
""……요정도 동생이 될 수 있나?""

내 비밀도 모른 채 날 사랑해주는 가족들.
그런데, 어느 순간 불안해지기 시작했다.

'만약 내 모든 게 거짓이었다는 걸 들켰을 때,
그때도 사람들은 날 똑같이 아껴 줄까?'

처음 받아보는 애정에 간질거리던 마음이, 이제는 따끔거리기 시작했다.

✿

'루비가 뭔갈 숨기고 있는 건 아닐까.'

그러지 않기를 바라지만 어쩔 수 없이 드는 생각이 레비아탄의 머릿속을 가득 채웠다

이제는 내가 지켜줘야 할 나의 소중한 아이.
그런데 루비안에게 자꾸만 가려지지 않는 어둠이 엄습해온다.

사랑하는 내 보석, 루비.
네가 숨기고 있는 건 대체 뭘까?"
W049,49,피폐 역하렘 남주들의 막내 처제가 되었다,매드럼,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"꿈도 희망도 없는 피폐 역하렘 속에 환생했는데, 무슨 이유 때문인지 여주가 죽어버렸다.

원작이 파괴되다 못 해 사라진 충격도 잠시.

언니들이 남주들과 이어지기 시작했다.

장난기 많은 집착 황제에게는 어른스럽고 다정한 큰 언니가.

무뚝뚝한 세계관 최강자 검사에게는 발랄한 둘째 언니.

바람둥이 천재 마탑주에겐 시니컬한 막내 언니.

나? 나는 이제 여섯 살이라 러브라인을 가졌다간 철컹철컹이다.

아무튼 언니들은 남주들과 잘 맞는지 결혼식을 올렸다. 그런데…….

“릴리아나. 오빠라고 불러봐.”

막내형부가 화려한 환상마법으로 내 환심을 사로잡으며 부탁한다.

“형부들 중에 내가 제일 좋지?”

소드마스터인 작은형부가 나를 무등 태워주며 슬쩍 묻는다.

“황명이야. 막내 처제는 황궁에서 공주 대접을 받으며 살 거다.”

황제인 큰형부의 말에 큰언니가 당연하다며 고개를 끄덕인다.

나는 그냥 언니들과 넷이 살던 때로 돌아가고 싶은데요?

#육아물 #부둥물 #이능력 #쪼물딱여주 #소꿉친구남주
#세상에서제일멋진언니들 #형부도 셋
#형부1(황제) #형부2(소드마스터) #형부3(천재마탑주)"
W050,50,집착남주에게 집착(당하는) 중!,밤은달,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"#피폐 #고수위 #납치감금 #집착남 #절륜남

…그런 키워드가 덕지덕지 붙어있는 소설 속 세계에 환생하고 말았다.
그것도 여주인공으로!

‘무작정 도망가는 건 안 돼. 남주의 흑화를 앞당기게 될지도 몰라.’

이미 남주와의 약혼은 이루어졌고, 이는 돌이킬 수 없다.
그러니 지금 내가 할 수 있는 일은…!

“공작 영애가 이른 아침부터 황자궁을 찾아갔다면서요? 몰래 다른 여자를 만나고 있는 건 아닌지 확인하려고요.”
“황자궁만 찾아갔게요? 2황자 전하가 계시는 곳이면 어디든 나타난대요.”
“2황자 전하 귀에 걸린 귀걸이 봤어요? 본인 눈동자 색의 보석이 달린 걸 선물했던데, 그게 언제 어디서든 내가 지켜보고 있다는 경고 아니면 뭐겠어요?”
“여러분, 여러분! 공작 영애가 2황자 전하를 납치해서 감금했대요!”

…뭐라고? 내가 남주한테 집착한다는 소문이 쫙 퍼졌다고?
아니, 아니. 물론 내가 감시도 하고 위치 추적도 하고 납치 감금까지 해버리긴 했지만!

‘여러분! 저는 억울합니다!’

원래 집착하는 건 저쪽이고 저는 당하는 쪽이(될 예정이)었어요!
글쎄 내가 아니라 저쪽이 집착 남주라니까?

“저는 납치 감금 당해도 괜찮습니다.”
“네?”

근데 이 남자가 지금 뭐라는 거지?

“그대의 곁에 있을 수 있다면 장소나 형태 같은 건 아무래도 상관없습니다.”

아니아니. 상관 없으면 안 될 텐데?

“부디 그대가 원하는 곳에 절 가둬 주세요.”

아니이, 나느은!
너한테 집착하고 싶었던 게 아니라, 네가 나한테 집착하는 걸 막고 싶었을 뿐이라고!"
W051,51,전직 황후가 능력을 (대충) 숨김,카루목,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"유능함 때문에 황제에게 이용당하다 죽음을 맞이한 황후 엔실렌.
3년 후 사고뭉치 공무원 리아넬의 몸에서 눈을 뜨게 되니.

‘세상사 열심히 살아도 내 뜻대로 안 되더라.’

고로.

‘까짓거 대충 살자.’

* * *

“이 많은 전표를 날짜별로 정리한 겁니까?”
“‘대충’ 정리해 본 겁니다. 그래야 두 번 일하는 고생을 안 하지 않습니까.”
“장부의 오류 점검도 마쳤다고요? 벌써?”
“예. 남는 시간을 때울 겸 ‘대충’ 훑어보았습니다.”
“…?”
“여기 잘못 징수된 관세가 있어 공문을 ‘대충’ 작성해 보았는데 확인해 주시겠습니까?”

얼떨결에 완벽히 작성된 공문을 보게 된 선임 공무원 멜은 폭발했다.

“대충이라고 붙이면 다 대충이 되는 줄 압니까?!”"
W052,52,말단 공무원은 출세가 하고 싶어서,유나진,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"황태자 전하는 앞으로도 황궁에서 나와 함께 이대로 주욱 오래오래 백년과로하셔야 해.
답 없는 황궁 부서의 말단 공무원으로 살던 어느 날.
책 속에 환생했음을 깨달았다.

""세상에, 흑막들이 곧 전쟁을 일으키잖아? 전쟁 나면 나 같은 애부터 제일 먼저 죽는데!""

원작 설정대로라면 곧 일어날 전쟁.
내가 살려면 일단 황태자부터 살려야 한다!

원작상 가장 먼저 죽는 황태자를 살려
흑막들을 잡도록 원작 정보를 흘렸더니
얼떨결에 최연소 장관이 되었다.

딱히 출세할 생각은 없었는데 나쁠 건 없지!
나대지 말고 흑막들이나 잡자.

* * *

악당들에게 갑질하는 재미가 쏠쏠하고, 권력의 맛도 너무 달달하다.
그런데…….

“황태자 전하께서는, 책임감은 크시지만 마음 둘 곳이 없으니 가끔은 도망치고 싶을 수도 있을 겁니다.”

새로 들인 이상한 인턴이 헛소리를 한다.
아니, 내가 어떻게 황태자를 살렸는데!

“뭐? 도오오오오망?”

나는 눈을 희번덕거리면서 음산하게 말했다.

“만일 전하께서 도망가시면…… 내가 직접 대륙 끝까지 쫓아갈 거야. 어떻게든 멱살 잡고 끌고 와서, 옆에 꼭 달라붙어서 눈에 불을 켜고 감시할 거야.”

음?
그런데 왜 인턴, 네가 떨고 있는 거지? 귀는 왜 벌겋게 달아올랐고?


#말단인턴인줄알았지만사실황태자였지 #무심녀지만권력에는진심인여주"
W053,53,세이렌: 악당과 계약 가족이 되었다,설이수,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"아리아는 계약 결혼을 제안했다.
그것도, 악마에게 영혼을 팔았다는 발렌타인의 대공자에게.
자신을 지키고, 그를 지키기 위해서.

[나와 결혼해.]

아리아는 단풍잎 같은 손으로, 쪽지와 함께 혼인 서약서를 내밀었다.

[계약 결혼이니까 10년 뒤에 이혼…….]

그러자 어린 대공자는 쓰고 있던 쪽지를 빼앗아 쫙쫙 찢으며 말했다.

“그래서, 도장은 어디에 찍으면 되지?”

***

“크면 이혼해주겠다고 했잖아.”

어느새 훌쩍 자란 악마 대공이, 그녀의 머리카락 위에 경건하게 입을 맞추며 말했다.

“어른이 되었으니 어른의 계약을 해야지.”


[회귀/ 계약결혼/ 악마 대공자 남주/ 악마 대공 시애비/ 여주가 힘을 숨김/ 폭군들이 다 집착한다/ 치유물/ 성장물/ 초반 육아/ 남주 초반 츤데레→ 이후 광기색기집착다정]"
W054,54,K-유교 어린이가 악당 가족을 구함,여로은,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"할머니 손에서 통통하게 잘 자란 5살 어린이, 아이리.
어느날 과식으로 앓아누웠다가 눈을 떴을 뿐인데.
정의로운 K-어린이(태권도 품띠)였던 전생을 깨달았다?

‘심지어 내가 세상을 구해야 한다고?!’

충분히 할 수 있지!
시작은 막돼먹은 어린이들부터!

“친구한테 그러케 나쁘게 말하면 안 댐니다.”
“뭐? 하! 그래 봐야 콩알만 한 네가 뭘 할 수 있는…….”

나는 경혜 태권도 관장님께 배운 헥토파스칼킥을 날렸다.

“으아악!”
“물회하게 굴지마!”

그렇다.
전직 K-어린이는 강했다(물리).
그것도 아주 많이.


***


북부 전역을 다스리는 위대한 (악당) 대공, 데클란 오르테조(33세).
그가 다시 만난 막내딸 아이리는 상당히 수상했다.

“잘 부탁드리겠슴니다, 어르신.”

……내가 아빠가 아니고 어르신이야?
게다가 혼자 위험한 행동을 하기에 경고를 줬더니-

“브로콜리도 주마. 아주 맛없고 쓴 맛 나는 쑥갓도 먹일 건데?”
“헉, 브로콜리 너무너무 좋아! 쑥갓은 향긋함니다!”

입맛이 어르신이라 통하지 않는 데다가.

“기체후일향만강하셨습니까, 아범아.”
“예법도 참 잘 아는구나. 역시 똑똑해.”

……할아버지도 할머니도 모두 아이를 보고 뿌듯해 하는 중이다.
아니, 지금 나만 이게 이상해?


#육아물 #사이다물 #힐링물 #바른생활 어린이 #K-예의범절이 세상을 구한다"
W055,55,악역의 엔딩은 죽음뿐,권겨을,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"역하렘 공략 게임의 악역, 
에카르트 공작가의 하나뿐인 공녀이자 입양아 페넬로페로 빙의했다.

그런데 하필 난이도는 극악!
뭘 해도 엔딩은 죽음뿐이다.

‘진짜 공녀’가 나타나기 전에 어떻게든 여주의 어장 중 한 명을 공략해서 이어져야 한다!

사사건건 시비를 거는 오빠 1, 2.
모든 루트가 죽음으로 이어지는 미친 황태자.
여주바라기 마법사와 충직한 노예 기사까지!

‘일단 가망성 없는 놈들은 바로 버리자.’

“그동안 제 주제를 잘 몰랐어요. 앞으로는 쭉, 신경 쓰실 일 없이, 쥐죽은 듯 살겠습니다.”

근데 왜 자꾸 선을 그을수록 호감도가 오르는 거야?!


#게임빙의 #악역빙의 #역하렘 #남주후보들의_후회물"
W056,56,(목숨 걸고) 헤이즐 양에게 청혼하기,도르킨,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"제국에서 가장 평화로운 마을 ‘루덴’.

마을의 유일한 평화 파괴자였던
오빠 펠릭스(개망나니, 허언증 환자)가 정신을 차려
이제는 성실한 남편을 만나 소박한 삶을 일구고 싶건만.
망할 오라비가 내 결혼을 방해한다.

“헤이즐, 영주의 아들은 안 돼. 바람만 세 번 피울 놈이야.”
……영주의 아들이 왜 나랑 결혼하는데.

“공작도 위험해. 번지르르한 얼굴에 속으면 못 써.”
……아니, 공작도 나랑 결혼할 생각이 없다니까?

“저 검은 머리랑은 눈도 마주치지 마. 사실 암살자거든.”
……저기요, 정체불명의 암살자를 네가 어떻게 아는데요.

아무래도 오빠가 정신을 차린 줄 알았는데 착각인 것 같다.

***

“우리는 부자가 될 거야. 헤이즐은 꽃길만 걸을 거고.”

미래라도 본 것처럼, 오빠의 허언이 현실이 되었다.
내가 손대는 상품마다 대박이 터지고, 잡화점엔 돈이 그득 쌓였다.
영주의 아들, 공작 등 수많은 남자가 내게 청혼했다.
오빠의 말이 전부 맞았다. 하나만 빼고.

“헤이즐 양, 저와 결혼해주시겠습니까?”

오빠, 황제가 청혼할 거라는 말은 안 했잖아.

#사망에 이르는 가장 빠른 방법_헤이즐 양에게 청혼하기
#힘을 숨긴 오빠 #신분도 숨긴 오빠 #XX도 숨긴 오빠 #아무튼 뭘 많이 숨긴 여동생 바보 오빠"
W057,57,아빠가 힘을 숨김,고은채,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"Q. 믿었던 아빠가 엑스트라가 아닐 때의 심정을 서술하시오.
A. 뭐, 뭐야…. 내 ‘지나가던 제국민 1’ 역할 돌려줘요….

1년 365일 전쟁 중!
하루라도 바람 잘 날 없는 미친 세계관!
이곳에서 엑스트라로 태어났다는 건 축복이었다.

“공주~ 일어나세용♡”
“아고, 이뻐라 울 딸♡♡”

게다가 멋지고 다정한 아빠(제임스 브라운, 27세, 엑스트라)와 산골 마을에서 오순도순 살아가는 소박한 삶이라니, 최고다!

……라고 생각했는데.

* * *

“자, 그럼 보시져! 마침 등장한 저분이 바로! 제 아버지입니다! 널리고 널린 평민 남자들의 상징, 갈색 머리와 갈색 눈!”
“…….”
“요, 요리 보고 조리 봐도 지나가는 제국민 1에 불과하져. 산골 마을에서 어린 딸과 힘들게 나무 해서 먹고 사는 27살 미혼부예요.”

기사단장은 무심한 표정으로 나를 쳐다볼 뿐이었다.

“…저어, 선생님? 저기여? 으앙!”

그 순간, 기사단장이 흠칫하며 검을 빼 들었다.
나는 본능적으로 돌아보았다.

‘…아빠?’

아빠의 낡은 부지깽이 위로 푸른 기운이 일렁이고 있었다.
나는 눈을 비비고 다시 보았다.

‘저, 저게 뭐야?’

다음 순간.
엑스트라 1의 상징이었던 아빠의 갈색 머리와 갈색 눈이….
서서히 바뀌었다.

“헐.”

누가 봐도 ‘나 주인공이야!’ 하고 외치는 눈부신 은발과 번뜩이는 푸른 눈동자로!

‘저, 저기요? 홀로 어린 딸을 키우는 산골 마을 27세 미혼부….’

……제임스 씨? 이거 맞나요?

“내 딸 내놔, 이 개자식아.”


#꿀 빠는 엑스트라로 환생 #…인 줄 알았는데?!
#사실은 아빠가 힘을 숨김 #딸도 정체를 숨김
#아빠는 세계관 최강자 주인공 #어쩌면 딸도 ???
#평화로운 엔딩 보기 #긴급 미션! 무조건 원작대로 진행시켜라!"
W058,58,악녀는 두 번 산다,한민트,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"모략의 천재, 황제를 만들다!



""오빠가 잘되어야 너도 잘되는 거야.""
 
-온갖 악행을 저질러 오빠를 황제로 만들었다.
하지만 아르티제아의 헌신은 배신으로 돌아왔다.
죽음의 문턱에서 그녀에게 구원의 손을 내민 것은, 정의로운 숙적 세드릭 대공뿐이었다.

“계책을 내라.”
“…….”
“이 상황을 뒤집을 수 있는 인물을 나는 그대 외에는 떠올리지 못하겠어. 로산 후작.”
“…….”
“나에게는 그대의 힘이 필요하다.”

이미 기울어진 세력 판도를 뒤집고 도탄에 빠진 제국을 구할 계책은 없다.
그러나 방법은 있다.
모든 것이 잘못되기 이전으로 시간을 돌리는 것.

피의 눈물과 함께 그녀는 자신의 몸을 바쳐 고대마법으로 시간을 돌린다.
이번에는, 실패하지 않으리라.

죽지 않고 18세로 회귀한 아르티제아는 세드릭 대공을 위한 악녀가 될 것을 결심한다.

“저에게 청혼해 주십시오. 당신을 황제로 만들어 드리겠습니다.”


악마에게 무릎을 꿇은 대가로,
당신은 당신 대신 손을 더럽힐 악마를 얻을 것입니다."
W059,59,악녀님의 최애로 간택된 사정,Rana,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"여주의 들러리 역할인 쪼렙 조연에게 빙의했다.

여주 대신 악녀에게 욕도 먹고, 뺨도 맞고,
심지어 내 약혼자까지 여주에게 홀딱 반해서 발닦개를 하는 상황인데.

더는 못 참아!
계속 이렇게 여주 셔틀로 사느니,
세계관 최고의 부자이자 권력가인 악녀로 갈아타겠어!

“공녀님이 뭐가 어때서요? 세라피나보다 훨씬 나아요!”
“저에게는 공녀님만 있으면 돼요!”

그러한 마음으로 악녀님께 조금 잘해드렸을 뿐인데.

“나 혼자 파티에 참석하면 심심하니까 챙겨 주는 것뿐이야.”
“흐, 흥, 네가 좋아서 주는 거 아니거든? 그냥 서랍에 굴러다녀서 주는 거야!”

보석이며 드레스며 구두는 물론이고,
심지어는 집문서까지 불쑥 내 손에 쥐어 주신다?
게다가.

“라리, 너랑 우리 오빠랑 결혼하면 우리는 가족이 될 수 있잖아. 응?”

하지만 그 오빠님은 여주에게 일편단심일 남주잖아요?
절대 날 좋아할 리 없는 사람이니, 그러려니 넘기려고 했는데.

“어째서 제가 레이디에게 전혀 관심이 없다고 생각하십니까?”
“……네?”
“관심, 아주 많습니다.”

왜 남주가 밑도 끝도 없이 내게 달콤하게 미소 짓는 거야?!

#자각없이죄다꼬시는여주 #당당여주 #능력여주
#꼬심1 #츤데레공녀님 #오빠줄게나랑살자
#꼬심2 #동생을잘둔오빠 #잘해줄게나랑살자"
W060,60,"남편은 됐고, 돈이나 벌렵니다",주해온,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"여친 있는 남자의 아내가 되어 버렸다.
음, 순결은 지켜 줘야겠지?

“그럼 넌 바닥에서 자.”
“뭐?”

싫은 눈치다.
그래, 바닥은 딱딱하지.
그렇다면 어쩔 수 없다.

“손만 잡고 잘게. 누나 믿지?”

그런데 어쩌다 남편과 초야에 침대를 부숴 버린 걸까…….

*

황제의 눈밖에 나 유폐당한 황녀, 아리스티네.
사실 그녀는 미래와 현재, 과거를 모두 볼 수  있는 <제왕안>의 소유자였다.
정략혼의 희생양이 된 그녀는 괴물 같은 야만인과 맺어지는데…….

“가장 귀한 것을 내 신부님께 드려야지.”

괴물이라던 예비 남편님이 지나치게 멀쩡하다.

하지만 이 떡은 남의 떡.

‘돈이나 벌어야지.’

자고로 황금 보기를 내 것같이 하라고 했다.


<남편은 됐고, 돈이나 벌겠습니다.>
과연 그녀는 돈방석에 앉아 자유롭게 사는 꿈을 이룰 수 있을까?
아니면 두 마리의 토끼를 동시에 잡게 될까?"
W061,61,나를 죽인 영웅의 아내가 되었다,ED,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"결혼 첫날밤, 남편이 준 독약을 먹고 죽은 공작 부인에 빙의했다.

“왜 안 죽었지?”
“저도 잘…….”

독에 내성이 있었다는 설정으로 의심을 대충 넘기긴 했는데, 문제는 여기서 끝이 아니었다.
이곳의 모두가 나를 패악질만 부리는 인성 쓰레기로 여기고 무시했다.
이 몸의 원래 주인이 그런 성격이었단다.

“흥, 여길 테면 여기라지?”

돈 많은 상속녀가 됐는데 뭐가 아쉬울까.
나는 예쁜 고양이랑 귀여운 반려 금화랑 평생 행복하게 살아가기로 결심했다.

그런데―

“공비님 만세! 공비님 만만세!”
영지민들이 나를 칭송하고.

“마님, 서류 한 번만 봐 주십시오. 제발 한 번만!”
일에 미친 관료들이 따라붙고.

“각하, 목이 좀 비뚤어지신 것 같은데요?”
“……착각이겠죠.”
심지어 공작까지 이상 증세를 보인다.

아무리 생각해도 개또라이는 내가 아닌 것 같은데.


#안참는여주 #참는남주
#지력만렙여주 #무력만렙남주
#다 감고 다니는 두루마리 여주 #얼떨결에 영지 부흥시키는 여주
#비밀을 숨긴 남주 #여주 앞에서만 순한 양 되는 남주
#착각계 #개그"
W062,62,남편이 회귀를 숨김 그래서 나도 숨김,설이수,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"계약 남편이 죽고 난 뒤에야 알게 되었다.
그가 그녀를 살리기 위해 수천 번의 시간을 되돌렸다는 것을."
W063,63,내 아이의 아빠와 계약 결혼합니다,단시오,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"길에서 주운 아이를 지키려 남자에게 버림 받은 시골의 미혼모를 연기하며 지내던 어느 날.
문득 깨달았다.
이곳이 육아물 소설 속이었고, 나는 초반에 죽는 여주의 엄마 역할이었음을!

‘제발 엄마도 좀 살려주세요.’

아무리 육아물이라지만, 나도 사람이야, 사람!
그래서 원작에서 여주의 아빠가 되어주는 냉혈한 공작님과 거래를 했는데…….

“결혼하지.”
“네?”
“놀라는 이유를 모르겠군. 그대 입으로 그러지 않았나? 계약 결혼을 하고 싶다고.”

안 놀라게 생겼나요?
결혼으로 도와줄 거란 말은 못 들었는데요……!

“당신도 아이도 모두 소중히 대할게. 그러니까 비올라.”
“…….”
“나랑 결혼해.”


***


그동안 미혼모인 척을 너무 열심히 한 걸까.
계약 남편의 오해가 너무 깊어진 거 같다.

“혹시 그 남자를 아직 못 잊었나? 멜로디의 친부 말이야.”

존재하지도 않는 남자를 어떻게 잊나요!
하지만 아이가 친딸이 아니라는 사실만은 밝힐 수 없었다.

“당신 남편은 나야. 그딴 놈이 아니라.”

나를 보는 카인의 눈빛은 질투심으로 화르륵 타오르고 있었다.

우리…… 계약 결혼 아니었나요?


#미혼모인_척하는_여주 #애아빠_자처하는_남주 #엄마바라기_딸 #사실은_금쪽이 #환생물에_타임리프_한_스푼"
W064,64,대공님이 이상한 데에 눈을 떴습니다,홍드나,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"도대체 왜, “오늘은 예쁘다고 안 해 주십니까?”
순진조신남에서 유혹직진남이 되어 버린 건데!

===

“아가씨인 척해 세 달만 가문의 약혼을 유지해 주십쇼.”

19금 역하렘물의 부스러기로 빙의했는데 눈앞에서 여주가 죽어 버렸다?
이 와중에 여주 가문은 평민인 제게 귀족 대역을 요구하기까지.
그대로 뒤도 안 돌아보고 거절하려 했지만,

“계약이 끝나면 500만 민트 일시 지급.”

평생 놀고먹을 액수에 빚쟁이 소시민의 몸이 먼저 반응했다.
……옳다구나!

*

작은 변덕이었다. 떠나기 전 불쌍한 약혼자의 눈을 뜨게 해 주었던 건. 
그런데 도대체 왜,

“오늘은 예쁘다고 안 해 주십니까?”

순진조신남에서 유혹직진남이 되어 버린 건데!

“대공님은 이런 캐릭터 아니잖아요!”
“신시아가 저를 사랑하게 만들어 보려고요.”

항상 눈꺼풀 아래 숨어 있던 보랏빛 눈동자가 어둡게 빛났다.

“그러니 하루빨리 절 사랑하세요, 신시아.”"
W065,65,직접 고른 공작 아빠가 눈이 잘 (안) 보임,채유화,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"대대로 성녀를 배출하는 가문에서 태어난 하니샤.
그러나 어머니가 저지른 '부정'으로 인해 하니샤는 아무런 힘도 발현하지 못했다.

가문의 일원이 되고 싶어, 반란군 수장과의 결혼을 승낙했지만
그런 자신에게 돌아온 건 가문의 배신이었다.

그리고 다시 눈을 떴을 때 마주한 것은.

'어, 어려졌잖아?'

게다가 어째서인지 떠올라버린 전생의 기억들까지.

'더 이상 가족 놀이에 목매지 않을래.'

그러기 위해 나는 성인까지 편히 지낼 수 있는 곳을 찾아갔다.
물건, 짐승, 괴물…… 심지어는 사람까지 버려도 다 받아준다는.
악행 때문에 눈까지 멀어버린, 일명 '쓰레기 더미'의 군주, 스튁키아 공작성으로.

""공작님의 딸이 되고 싶어요! 공작님의 눈이라도 될게요!""

밑져야 본전, 알고 있는 정보를 모두 털어낼 생각으로 공작을 찾아갔는데…….

""팍팍 먹어라, 아기 눈송아.""
""앞으로 네 양말 심부름은 내가 할게.""
""뇌 주름이 팽팽한 사람은 하니샤랑 말을 섞을 수 없어. 쉽게 말해 하니샤 곁에서 떨어지란 소리야.""

어째 사람들이 날 너무 좋아한다. 게다가…….

""네가 마음에 들었나 보구나. 그래, 이 애를 데려가지 않겠니?""

이번 생에선 피하려고 했던 전(생의) 남편이 날 스스로 찾아왔다? 
이거 이래도 되는 거 맞나요?"
W066,66,이기적 구원자,에이비,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"할머니 집 텃밭 울타리 문을 넘었을 뿐인데, 신이 나를 이세계로 보내 버렸다.
할머니! 울타리 문이 시공간 게이트란 말은 없었잖아요!

게다가 신이 내리는 열 개의 계시를 완수하지 않으면
영원불멸의 노예 신세라고?

[ 지혜와 학문의 신, 게르카가 당신에게 첫 번째 계시를 내렸습니다. ]
[ 스무 살이 되기 전, 하밀카르 백작과 결혼하십시오. ]

이게 방금 막 태어난 애한테 할 소리냐.

게다가 우리 집은 중세 백작가인데 영지는 코딱지만 하고,
착해 빠진 가족들은 ‘왕실의 개’ 소리나 듣고 있다.

이렇게 된 거, 신한테 권능 좀 삥뜯어서 불쌍한 중세인들이나 구원해야겠다.
의뢰를 했으면 응당 착수금이 있어야지.
등가 교환의 법칙, 안 그래?

‘스테이터스를 보게 해 주세요. 아주, 상세한 버전으로.’

쿨거래 감사요!"
W067,67,이 황제는 결혼 사기를 칩니다,디버스 대도서관,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"아버지 빚을 대신 갚으며 살다 죽었는데, 눈을 떠 보니 소설 속 엑스트라에게 빙의한 뒤였다.
가진 것이라고는 바닷가의 폐오두막 한 채뿐이지만…….
‘부업 삼아 했던 해루질을 여기에서도 써먹게 될 줄이야.’
갯벌이요? 그건 제 전문이죠. 제가 한번 잡아 보겠습니다.
그렇게 혼자서 잘 먹고 잘살 계획을 세우던 중, 우연히 마주친 유괴 현장에서 일곱 살 고아인 바론을 구해 주게 되는데.
“나 진짜 고아원에 들어가?”
“…….”
저 예쁜 보라색 눈동자를 어떻게 외면하냐고. 난 못 해.

그렇게 함께 살게 된 바론은 무척이나 애교가 많았다.
“누나, 나 힘세.”
“업어 줄 수 있어? 자기 전에 잘 자라고 뽀뽀도 해 주고.”
“누나, 밖에 천둥 쳐, 무서워. 안아 줘.”
엄청나게 귀여운 얼굴로 애교를 부려 대니 안 이뻐할 길이 없다.
금이야 옥이야 품에 끼고 키웠더니, 이 녀석이 어느 날 혼인신고서를 가져왔다.
“나 누나랑 결혼할래!”
이게 바로 아들 엄마들이 일정 시기에 겪는다는 ‘나 엄마랑 결혼할래’인 건가?
어림도 없는 말에 단호하게 거절했지만, 바론은 어린애 특유의 생떼를 쓰기 시작했다.
“나 누나 사랑해! 결혼할 거야! 결혼 안 해 주면 나 밥 안 먹어!”
……밥을 안 먹는다니 어쩌겠는가. 애 밥은 먹여야지.
그래서 혼인신고서에 서명해 주었다.
“네가 다 커도 마음이 변하지 않으면 그때 네 이름을 여기다 적어. 알았지?”
“알았어, 누나. 내가 빨리 커서 누나 데리러 올게.”
“그래, 그래.”
그때까지만 해도 이 혼인신고서가 접수될 일은 없을 거라 생각했다. 미성년자의 문서는 법원에 접수조차 안 되고 이 녀석이 성인이 되려면 10년 넘게 남았으니까.

아, 그게 사기인 줄은 몰랐지!"
